cleaned_comment,sentiment_score,sentiment
earth ridding self humanity first second catastrophe follow earth sixth extinction event one stop evolution continues future heat climate change done job earth go another ice age ice age earth emerge pure cleansed every thing start purity garden eden return evolution job time human monkey anything could evolve human form million year passed entirely new form specie inhabit earth nothing human try change anything future changed vision saw meditation vision shown mind eye clear television picture beheld future mankind earth robert mckellarellis,-0.25,negative
volcano erupts massive cometan disaster climate,-0.6249,negative
hmmm think jet bomb explosion war might largely responsible saying,-0.7003,negative
climatards lol,0.4215,positive
already averted catastrophe remarkably perfect zero saw coming america acted emission policy ban thing like freon aerosol hairspray etc averted worst worst catastrophic climate prediction,-0.9383,negative
world doesnt map way create durable wealth pay infrastructure time go take swimming lesson stop whinnying,-0.0552,negative
download ecosia,0.0,neutral
say catchy,0.0,neutral
b,0.0,neutral
chasing moneyanyone need stop nobody need content finally togeter digging graf,-0.296,negative
oh african people,0.0,neutral
earth sickearth adjusting eliminate man,0.0,neutral
chinese electric vehicle often marketed environmentally friendly yet rely heavily electricity generated coal making true carbon footprint far green produce direct emission operation still largely powered fossil fuel despite chinese communist party ccp promotes ev industry leader sustainability conveniently ignoring fact china remains world largest carbon emitter branding vehicle ecofriendly china profit global environmental concern continuing rely coal moreover ccp long history controlling information covering tiananmen square massacre student killed suppressing narrative challenge official stance result many chinese citizen genuinely believe ev helping environment unaware broader reality consumer truly care sustainability consider whether buying ev powered coalgenerated electricity aligns value supporting product country prioritize clean energy may effective way fight climate change,0.9534,positive
people want change working hard meet change climate environment need,-0.0258,neutral
normal people consumer cant anything cc one something focus two thing primary keeping people poor control keeping people fear people manipulated cant shit,-0.7163,negative
stabil energi move dynam mechine eternity three unfade pleassan,0.0,neutral
rumour five year time gon na need boat,0.0,neutral
wish switch fossil fuel mankind need enable solution fix shortcoming source energy god gave mankind source stream step enabled energy stored distributed called back demand needed mankind need likewise another thing god mankind genesis make mankind likeness god gave u privilege ocreating world live,0.926,positive
plss give summary video,0.0,neutral
biggest scam history humanity,-0.5719,negative
june news release city sprawl large enough sway global warming land urban land reach farther ever influence global warming brendan bane pnnl catie himes pnnl glowing orange sun shine lightly hazy paris eifel tower standing erect right centerframe open city grown quite lot recent decadesglobal urban land cover swelled percent since city sprawl expands reach influence world climate grows tandem,0.4215,positive
without product spread cost required infrastructure st world economy prayer replace fossil fuel god gave mankind source energy step line mankind design way store distribute make additional product spread cost infrastructure increase value low value asset durable high value one take elon musk president trump enable investor win transfer fossil fuel would love invite share insight,0.9716,positive
human made perhaps current magnetic excursion straight line move since distorting weakening magnetic field allowing sun radiance sun penitrate stronger planet thus melting ice cap nature human polution bad cause adjust narrative,-0.25,negative
wow nice wonderful like india,0.9153,positive
love cutie pie ga sheriffnot themdid know china polluted country,0.5719,positive
european leave africa alone nothing like climate change,-0.5122,negative
last year co emission increased percent worldwide pressing problem facing civilization global warming except data prof weve never safer healthier prosperous time history,-0.5975,negative
global warming refers rise global temperature due mainly increasing concentration greenhouse gas atmosphere climate change refers increasing change measure climate long period time including precipitation temperature wind pattern,0.1531,positive
talk russia global warming russian killing humanity without impact global warming,-0.4939,negative
hydro energy isnt green,0.2732,positive
poor doesnt care climate change rich,-0.2796,negative
al gore told u pole would melt polar bear would disappear foot snow california,-0.2263,negative
climate change mean jesus christ coming back,0.0,neutral
year later looking like small progress made rolled back course set ultra cynical government preparing accept destruction keep fighting dominate whatever imagine left dystopia trump wanting confiscate greenland prime example moronic vision,-0.6249,negative
watching asking smart individual remember carbon cycle component remember tree responsible take carbon dioxide atmosphere return oxygen smarter invest billion replanting back tree area country desert exist even thinking mention tree take year grow asking ever plant tree forest tree take day seed germinate take year reach average height foot know proven know tree natural remover carbon dioxide billion invested replant,0.8625,positive
difference year make,0.0,neutral
helicoptering water there pipe tank think blind,-0.4019,negative
rising sea level tropical rain guy joking long story go,0.2263,positive
expert know bad weather hundred year ago dont look earth give carbon dating,-0.5423,negative
rain deer horse different cow,0.0,neutral
lying child climate change climate sarth evolved time stayed since fossil fuel used find courage tell truth show video polar ice melting well forming dont claim melting long yet never stop melting,0.6234,positive
poor ofteen pray soft winter an long prosper sumer,-0.2023,negative
overpopulation problem rd world climate change,-0.4019,negative
used think climate change myth kid remembered glacier way ice melting rapid pace,0.0,neutral
put hold next year big player climate change denier,-0.3612,negative
hola,0.0,neutral
im okay government policy based science fact object policy based climate change propaganda nonsense small change happening last hundred year natural human caused need focus pollution prevention management natural resource co required life planet remember high school science co circulates ground ocean atmosphere coming planet low co would better higher plant food production water vapor dominant greenhouse gas basic science look car radiator co water heat transfer storage,0.4588,positive
cant even stop diesel vehicle productionand missle tezt,0.2235,positive
god help u,0.5859,positive
biggest scam st century lol,-0.2263,negative
load hot air climate change happening since world existed minuscule unproven rise global temperature less one degree year potentially percent due human influence cleaner air lesss smoke case wish would heat bit would burn carbon assist process didnt know would effect whatsoever least isa escape nonsense trump put line europe lucky continue pay nothing continue ruin manufacturing industry,0.7828,positive
climate remediation suggestion lot discussion global warming whether really exists serious threat role carbon dioxide however following generally agreed namely lot co released atmosphere since start industrial revolution lot ended solution sea water least time much co cubic meter sea water cubic meter atmosphere ntp acidifying sea water possibly harming coral reef fauna also agreement temperature earth warmed somewhat earth rotation coriolis effect formed number tropicalsemitropical oceanic gyre within mass sea water rotating clockwise northern hemisphere counter clockwise southern hemisphere anything floating ie less dense sea water tends float towards center gyre five main gyre tropicalsemitropical north pacific south pacific indian north atlantic south atlantic ocean together form large proportion earth surface covered water north pacific lot floating debris great pacific garbage patch debris washed japan tsunami following recent fukishima earth quake southern hemisphere gyre appear contain much floating debris north atlantic gyre unique contains sargasso sea characterized presence two specie sargassum float virtue oxygenfilled follicle discovered first documented columbus voyage sargasso sea commission office washington dc charged protecting sargasso sea pollution etc website basically describes positive ecological value sea since sargassum appears overflowing sargasso sea moving via west bound current across north coast south america caribbean sometimes gulf mexico attributed agricultural run usa brazil might due increased level co solution washing beach region one might expect happen dy rot emits h since lot beach tourism main industry weed removed manually given sargassum bad name several facebook entity keep track sargassum landing frequent posting enquiring sargassum occurrence specific tourist area occurrence sargassum caribbean would however make easy put live sargassum pacific west coast mexico current would carry way across pacific photosynthesizing growing way absorbing lot co heat energy photosynthesis endothermic reaction absorbing co ocean would allow co atmosphere dissolve sea sargassum would probably stay north pacific gyre might drift south pacific one might balk idea covering lot ocean sargassum us used make ethanol paper cardboard one caribbean making construction brick others feeding goat appears benefit pacific sargassum could easily add sargassum gyre using ship transiting panama canal seems likely sargassum eventually get south atlantic gyre may take would welcome thought robert ducharme rodincusaolcom,0.9793,positive
climate change man made n important world organization important world organization must hire people plant tree desert,0.3818,positive
population consumption ignorance dont want doomer rough mental wellbeing,-0.4063,negative
earth trying wipe humanity fresh start away b people done,0.3182,positive
climate change refers significant lasting change earth climate especially increase temperature change weather pattern primarily due human activity like burning fossil fuel deforestation industrial processesthe primary greenhouse gas currently increasing atmosphere due human activity carbon dioxide co methane ch nitrous oxide burning fossil fuel cutting forest farming livestock increasingly influencing climate earth temperature add enormous amount greenhouse gas naturally occurring atmosphere increasing greenhouse effect global warming,0.7178,positive
global south inhabited poor facing brunt climate change created luxury loving socalled developed countriesall european american russian climate criminal,-0.1531,negative
global warming sign end time,0.1531,positive
could global warming wait year make sure dead,-0.34,negative
told story california fire truck supposed repaired million diverted fire prevention fund water hydrant ran water rejected bill get million gallon water per day pushed ocean instead climate change problem stupidity evil,-0.9524,negative
isnt strange wealthiest people shout loudest climate change co damage rising sea level etc fly around private jet megayachts multiple home many beach front,-0.6412,negative
peace upon new mindset truth life wouldve made werent courageous struggling survive reprocreate creature earth trying accomplish thoes two main task give sense fulfillment throughout life there perfect moment present moment future product best moment necessity whole life depended act moment predict prepare victim either choose way discipline regret end life give energy,0.9225,positive
must try best save world regardless successful defeated attampts going turn,0.8442,positive
land root embrace earth plant hope whats worth beyond smoke sky mend nature heart u transcend every seed life grow step toward peace wind blow,0.8625,positive
third world country dont give rat as climate change barely make foot print steal resource right nose climate change going reverse something said took yr form cycle let u enjoy life let nature take course,0.0,neutral
global warming sky warming say emission atmosphere creating global warmingthe moon rotate around earth pulling south pool space lot heat transportation business home still enoughits liquid fuel cause already burnt cant feed sun perhaps removing oil remove oil make room innercore grow since removing oil volcano dont work lava go tornado hurricane tsunami fromed removing oil trapping air drying land live ocean floor thinnest think circular pattern proverb,0.5267,positive
love project fantastic planted tree still visit wonder couuld report contribution animal agriculture cause least climate change counting opportunity cost grazing nature,0.891,positive
tell next heating time junior said th take back thing lost,-0.3182,negative
dreaming techno colour,0.0,neutral
stop manufacturing weapon,-0.5267,negative
need stop volcanic eruption witch problem dump way carbon man chart last year doomed even could zero emission,-0.9217,negative
ss,0.0,neutral
greedy rich climate change denier dont care long make money wont around feel devastation caused everyone else paying price trying slow maybe stop destruction,-0.7503,negative
al gore u vise president successful war science scientist maybe coming end video united nation climate change disclaimer global warming officially reported c c climate change due global warming global warming c predicted begin climate change stronger observable hurricane gulfofmexico cause global warming know despite decade science study going back scientifically impossible greenhouse gas behavior cause global warming al gore became u vise president earth water vapor saturated greenhouse effect taught u public education greenhouse radiant energy earth completely absorbed earth water vapor saturated greenhouse effect greenhouse gas within meter radiating surface maximum meter radiating surface adding c f earth average temperature heat transfer convection ie gas molecule bumping average tropospheric water vapor share earth water vapor saturated greenhouse effect water vapor back united nation intergovernmental panel climate change ipcc science report state took greenhouse gas sample meter altitude common high school level knowledge greenhouse radiant energy typical practice deceptive marketing state legal data transparency protecting perpetrator fraud prosecution ipcc transparent data acknowledging dealing active greenhouse gas earth greenhouse effect frequently used primary example high school student system always saturation strong greenhouse gas water vapor absorbing greenhouse radiant energy earth greenhouse gas within meter radiating surface around u everyday cant overall effect changed greenhouse radiant energy interact greenhouse gas atmosphere co average h water vapor h co water vapor time present atmosphere average co water vapor coe x coe total water vapor coe co arctic warming taking place proving mechanism warm atlantic ocean water migrating deeper frequently arctic ocean warming region warmer arctic ocean water causing week less reflective snow ice surface cover resulting solar heat gain arctic region surface atmospheric co level ppm three time today would greatly invigorate c plant majority plant life earth greatly greening planet c plant evolved million year ago atmospheric co level ten time today determined plant fossil earth ocean million sea floor volcanic vent warming water changing chemistry systematically accounted credible climate change due global warming climate change expected start take place global warming reached c causing observable stronger hurricane gulfofmexico term climate change started used beginning cause alert broad audience long term effect increasing average global temperature promotional term climate change early grounded action already taken gulfofmexico offshore crude oil drilling company build stronger hurricane due warmer gulf water predicted start average global temperature increased c track action taken predicted long term change weather pattern climate backed use term climate change,0.9939,positive
poor people lost home lively hood rich people cant extreme sport anymore,0.2732,positive
shincheonji word country pastor mou signing,0.0,neutral
current challenge permafrost melt many bacteria virus sequestered miniice age releasing stasis begin imagine pure methane leaking underside antarctic ice shelf meet land virtually unreachable purpose mitigation c continue erosion widen gap methane exudes sequestering source beyond man hand ask local scientist long inevitable,0.5423,positive
foolish lifestyle europe given third world country following high standard life talking climate change made industrial revolution selling boms missile third world used atom bomb war talking climate change,-0.8481,negative
could cloud seeding help isnt enough rainfall would increase water river bank etc,0.6124,positive
climate peace activist unite voice,0.5423,positive
doom gloom,-0.743,negative
african suffer global warming country produced high co comparatively european asian country european asia country pay u tax contamination climate change,-0.5106,negative
according heaven sake report video nuclear power used launch satellite would illigal earth space regulated corporation using loophole damaging zone layer accelerating climate change also satellite crash create darkness toxic soup,-0.3818,negative
co make atmosphere plant lifetrees die much lower want co level one active volcano put co one week entire population year climate change carbon taxcontrolscare mongering stop lie,-0.7269,negative
climate change fear establishment anthropogenic digitally surveilled climatedictatorship society,-0.4939,negative
rich dont suffer climateagenda politics much asd poor,0.5187,positive
ive watched many climate change program none mention geoengineering hmmmmm wonder,0.0,neutral
since born change climatic pattern made question deforestation abuse rich fertile land construction climate change real,-0.1531,negative
saw full video showed worldwide climate change reason change apart showed people suffering change surmise significant number climate change occur human,-0.25,negative
really enjoyed video appreciate effort put discussing important topic however im curious balance urgency practical solution seems like lot proposal could hurt economy especially community rely fossil fuel ensure pushing people hardship trying save planet,0.9268,positive
upside climate change caused human population decline fix problem,-0.4019,negative
storing co underwater like really theyre forcing yet another catastrophe,-0.4404,negative
fallen fell sorry tell,-0.4215,negative
yahs judgement nation inflicted people went slave ship duet v think one nation dark melinated people woolly hair fit description biblical israelite world going surprised find biblical israelite black people nation inflicted year never restored reparation nothing hand god,-0.2681,negative
take red pill meteorological system called northern southern hadley cell intertropical convergence zone itcz around centre cover planet surface change within sweep hadley cell affect condition within itcz importance cloud mass within itcz reflects incoming solar heat back space less cloud heat cloud less heat human affected balance itczs governance solar heat budget yes effect enough produce additional heat gradient commonly referred global warming yes human produce effect annual july october flooding lower nile created warm shallow km evaporative surface sahara desert mm m water evaporated per day pulled south northern hadley cell every day would rise onto ethiopian highland would create disturbance within west flowing monsoon create keremt storm keremt storm pushed westward across sub saharan africa n n would become organised african easterly wave aew eventually formed usa sized solar reflective marine stratocumulus cloudscapes putting dam nile aswan form inadvertently regulated meteorological chain reaction mostly reducing frequency aews thus reduced cloud cover equatorial ocean ocean became warmer distributed additional heat poleward atmosphere ahd completely stored flood much smaller deeper reservoir frequency aews reduced even solar heat obviously checked producing anomaly chart ocean surface affected aew system integrating data rainfall riverflow suggesting mean value theromcline min temp gradient canary current n n july sept red pill,0.914,positive
climate change dynamic phenomenal travel though universe getting exposed kind different cosmic ray every planet solar system heating happen time time co content atmosphere plant die,0.2023,positive
climate change give impact rich poor equal footing live earthin addition living animal plant wellincluding fish sea ocean living creature therewe need help early possible late,0.4939,positive
without scientist researcher screwed,0.3875,positive
long time ago allmost glacier alp ca meter wow,0.5859,positive
people around world talk geoengineering even dw talked little bit progress capitalism overpopulation responsible chaos living powerful men intervene atmosphere soil sea,0.4445,positive
climate change weather modification government,0.0,neutral
less contribution badly impacted climate change called primitive underdeveloped,-0.4256,negative
normal period warmer others astonished,0.5859,positive
min destroy rain forest tree plant palm tree looked create oxygen wheres issue country destroying tree farming ranching unsustainable meaning burning,-0.7184,negative
iits beginning look lot like climate change everywhere go take look south west burning south east disappearing water flow,0.3612,positive
change taste pattern meat consumption acquired taste baby nutrition chsnge advised nutriously parent balanced diet based greater plant diet food company nutritionist work alternative reduce demand meat continously age group,0.25,positive
agricultural engineering work earth science strategy greehouse us simply exchange gas day plant take carbon dioxide give oxygen question engineer greenhouse work increase production oxygen atmosphere electrical light engineered produce ray rhe property sunlight thereby planted around town city outdoor environment plant take longer hour produced sunlight take carbon dioxide release oxygen possible prayer cheer,0.6808,positive
thepomar bear dying enough omg,0.0,neutral
ome thing caution mitigate global warming causing depletion tje north south pole icecap convection icecap social lifestyle endangerig planet industrial manufactoring play key role fact air flow high low low pressure eqitorial regeon qhat saying polar cap convection promoting precipitation cloud formation undetstand gravity matter,0.0516,positive
american fastest longrange reconnaissance aircraft flying altitude meter mach carry liter fuel consumes liter per hour flight cost one hour flight average eu country population around milion people us yearly million cubic meter mean per person scale year burned liter fuel ask really polluting planet organized ecological charade indoctrinates people nonsense making believe one responsible climate change therefore must taxed emphasizes disparity individual fuel consumption massive fuel requirement highspeed aircraft like sr blackbird questioning focus environmental policy individual contribution rather largerscale industrial military activity,0.0258,neutral
everybody look ace name movie understand nobody escape climate change,0.1779,positive
pressing problem facing civilization global warming utter garbage thats happening around world currently come continuation scam,-0.7003,negative
north carolina georgia tennessee water climate change real,0.0,neutral
fok ja,0.0,neutral
homo sapiens forget specie,-0.2263,negative
much co atmosphere percentage wake america,0.0,neutral
discordant bell sound,0.0,neutral
climate change natural process nothing running car,0.3612,positive
averting catastrophe,-0.6597,negative
long dont understand plant tree amount take tree take year grow doomed extinction,-0.6369,negative
thanks sharing,0.6908,positive
climate change cult religion pure propaganda people blindly believe believe somebody authority tell paganism dont realize really controlling population one world system mean got idiot think capitalism evil yet want always failed communism socialism everybody top money rest bottom nothing one world government warned bible guy mock,-0.9382,negative
need apophis change course reset earth,0.0,neutral
lie,0.0,neutral
reason called climatechange geoingeneering educate course follow money wake truth,0.3182,positive
polar cap melt sea rise thing sure happen firstly every port home building coastal area demolished rebuilt inland looking zero unemployment worldwide long time secondly commercial fishing vessel wont able offload catch port fishing boat cant unload wont go get fish would give fish stock ocean year replenish number thirdly ability import export good port industry developed country provide societal need another factor creating zero unemployment negative aspect rising sea level heylets look bright side,0.34,positive
absolutely shocking human done planet past yr money live australia summer ready came far early forest cut new town developed child grandchild suffer,-0.7264,negative
back year saying solar ice cap shirking used nasa picture sure enough getting smaller search used google earth year nasa showed smaller picture cap grew bigger wonder,0.3182,positive
john f clauser shared nobel prize physic last year declaring tuesday climate crisis claim contradicts overwhelming scientific consensus reason scientist say manmade fault gov get power agree dont get money government,-0.25,negative
kilimanjaro still snow capped real mountain always wear ice,0.0,neutral
lie theyre stealing money,-0.5719,negative
one thing noticed thingsstuff help reduce consumption energy expensive rich people afford like solar panelsfor people able help saving planet thing must affordable,0.9118,positive
think everything see movie reality time come,0.0,neutral
pole changing climate change bull shi,0.0,neutral
here dont tell solar company offer knowledge grid tied package house generates power meter go backwards use power meter spin forward battery know state enough ppl system simply took away equal kw pay ppl paid system produce power grid resident bill keep increasing aslo never get check state know already made law cant set grid panel make money sound like scam wind turbine use power turn wind isnt extremely strong need certain rotation per minute generate power prop bow efficient grid people use natural gas fuel highenergy appliance strange natural gas new enemy going green follow money guarentee power company paying politician im climate change denial think need research fact govts push green deal clearly saving environment,0.2605,positive
c global warming endgods way bible tell u former earth maker itdid create simply nothing isaiah bible say earth endures forever ecclesiastes new english bible yes god allow earth rendered uninhabitable rather intervene human affair bring end failed human rule regard earth time preserve alive lead morally upright life sincerely want please say proverb upright one reside earth blameless one left regard wicked cut earth treacherous torn away,0.765,positive
cold temperature made rare visit sierra nevada mountain california left behind snowfall weekend h kare following dog day summer dead winter snow fell california sierra nevada aug,-0.6486,negative
great insightful fruitful video may being lead prosperous life across globe,0.802,positive
co amost zero climate change chicken little nonsense simply illiterate cult religion write letter sun tellit stop slightly variable billion year,-0.5584,negative
year ago global warming referred summer autumn winter spring,0.1531,positive
terrorist usa germany,-0.6908,negative
stop shutting power plant,-0.296,negative
thank change soon source energy like sea huge source energy prevent phenomenon like cyclone flood wildfire using hot seasonal atmospheric condition recent year summer geothermal energy happens surface coastline many country coastline seasonal hot weather water condition sumup using energy economical also reduce global warming like japan china india mediterranean country iran mexico u canada africa arabian country invented new method base air pressure rule quantum physic ionization sea water mineral strong dynamic magnet electrical field electric chemical reaction producing electricity fresh water fertilizer method reducing global warming mentioned profile,0.975,positive
nature catastrophe indeed big issue made realize human activity affecting life deed idealize saying necessity leading daunting future would surely take initiative area uttarakhand joshimath well known asian game take place snow dependent little fake snow year please take initiative save cosmo deed result either lovely allenating upcoming future india thoughtful youth,0.8718,positive
climate change say go hike get car go hike america europe,0.0,neutral
im ive seen change weather,0.0,neutral
boiling water occupies space cold water,0.0,neutral
mean reduced temperature rise pandemic obviously without forced nothing change hand pandemic people still lived home consuming energy heatingcooling exactly different caused decline temperature rise also im friend water wind energy building plant usually connected destruction nature countryside water disappears generate electricity besides gas released melting permafrost happens nutrient rich water go river sea,0.5792,positive
nearly year ive heard old b year armageddon snow england ny la water food due global cooling acid rain destroys canada politician breath cause major heating planet world ocean tide dog cat living together mass hysteria theyre batting zero lie total earth c level last year never say plant life dy still much cooler renaissance period grew grape norway wheat greenland still struggling get hot forcast anything dont happen week labeled conspiracy theorist moron whole life year gon na shut thiese sfbs throw atlantic,-0.9423,negative
key dramatic music global warming warming warming warning warning old permafrostscawy fear porn really human made heat age hadnt heard one people fleeing home want better life offering relative rich ridiculous listen couple degree end world know hah climate never changed many different reason rock crashing quietly attributed man really co boogie man wake fraud many climate scientist follow money people really believe doom year decisive hah many claim doom predicted past year drama doomers circle back failed prediction doom stop fear porn,-0.9609,negative
industry leader dont care anything huge profit industry leader politician care happens u planet,-0.5136,negative
god say reverse way,0.2732,positive
need curb carbon emission corporation nah let pollute getting tipping point corp nah economy need everything dying corp money u right,-0.6249,negative
life becomes increasingly difficult earth visited frequent disaster apostate christendom papacy request global sunday lockdown law proposed solution climate change refuse yield compliance stripped right buy sell eventually theyll imprisoned ostracized persecuted read book titled great controversy eg white softcopy audiobook free online,-0.5267,negative
let see back late started hear within decade two coast would underwater land kept hearing repeatedly year year later coast still water every time heat wave global warming climate change climate disruption whatever settled science called day every time blizzard thing tell u weather confused longterm climate change nothing hysteria hysteria create fear fear create submission emergency government power thats power yeah earth climate changing cry loud year ago greenland actually representative namesake today glaciated earth climate changing since around know fall deaf ear quit panicking people want scared youll surrender liberty,-0.9188,negative
part co heating part atmosphere make sense,0.0,neutral
climate earth changing since beginning continue keep changing ever anyone belief power prevent happening deluded possibly keep climate forever wake smell coffee,0.0258,neutral
anything make greenies sad great,0.25,positive
pour oil ocean,0.0,neutral
people care climate change probably also rather degree farenheit christmas day would concerned climate otherwise awful people,0.0516,positive
tree shouldnt exist vulgar disgusting,0.4168,positive
