cleaned_comment,sentiment_score,sentiment
theyve created artificial ribosomal sub unit,0.25,positive
thank professor tried explaining hr online make even enticing sleep hr saved,0.6486,positive
youre rockstar,0.0,neutral
really liked video educator teaching medical resident student please share create animation video thanks advance dr arora,0.8908,positive
thanks sharing awesome,0.8689,positive
thanks mr bozeman great explanation question want heal patient genetic disease crisprcas corrects one cell cell heal one cell healed cell overcome original cell,0.8625,positive
fantastic summarize short time thanks,0.7579,positive
watched video still confused found video understood everything finally thank,0.0516,positive
host dna rna incorporated inserting gene believe said,0.0,neutral
well really helpful thank much,0.7889,positive
love,0.6369,positive
would like permission use video presentation church livestream youtube website go,0.3612,positive
blow mind,0.0,neutral
loove u,0.0,neutral
awesome explanation,0.6249,positive
found new favourite channel,0.0,neutral
thanks exciting video extremely informational interested advantage trcrrnacrrna chimera,0.8845,positive
really helpful,0.4754,positive
amazing explanation thank,0.743,positive
there one quastion ib mind use scisprcas human body immune system react foreign protein ca,0.296,positive
helpful thanks sharing,0.8176,positive
hmmmm maybe fancy crispr thinguhmajigger help grow hair back,0.4019,positive
thank much,0.3612,positive
best sir love pakistan keep good work,0.9062,positive
thank informative video,0.3612,positive
thank finally got,0.3612,positive
thank life saver exam tomorrow,0.3612,positive
really possible reprogram dna adult possible embryo,0.0,neutral
think itll used fir good wrong greed money power horrific,-0.8074,negative
perfect,0.5719,positive
shut give wolf ear,0.0,neutral
could help al,0.4019,positive
wonder modified crispr cutting original double stranded dna original gene sequence go seem like enzyme cleave dna specific location remove desired gene want replace,0.7906,positive
preparing medsku interview tomorrow hope theyll ask something could show year old lord bless,0.6908,positive
amazing yet terrifying genetically modified human could someone inject virus crisper process started without knowledge,0.0258,neutral
interesting thanks paul never thought would understood watched till end thanks,0.8176,positive
great job video much layperson could grasp thank please one oligodendroglioma brain tumor,0.743,positive
third part engineered linear strand plasmid scientist put crspr linear dna gene edit cell,0.0,neutral
im english speaker understood video thank much explanation visual helped lot teacher like guy,0.6124,positive
crisper introduce something dont want sorry introduction seeing last year attempt control society grand scale individual supposedly controlling everything happens plan regulate everything mostly function daily period well something introduced u ran recently scare ask well shut everything guise health emergency people control population banking health policing even worship even recognize thought process remember tom cruise movie minority report china already pushed forward credit system recognizes drop hat dna manipulation introduced human body next level digital id id recognize anytime want crispr yea good idea read bible,0.5541,positive
thank much super helpful,0.8481,positive
invest company working,0.0,neutral
great amazing faculty diseminate science congratulation,0.9153,positive
road hell paved good intention,-0.4019,negative
crispr bitch say b really actually admire individual call b especially female completely chill cool ego desire better one another hurt term endearment becomes sound mouth already meant intellect claim persistent persute human expression within language suppress dynamic form two vertical spired line dna seven dimension seven,0.8384,positive
never write commentary yt time need thank never understood de crispcas system till im happy know kind ridiculous feel great understand something couldnt really read paper actually understand thank thank thank,0.9565,positive
right level video molecular biology either target primary school level phd level dont see molecular biology video explaining staff high school bsc level,0.0,neutral
kinda like epigentic spacer,0.2975,positive
still answer comment,0.0,neutral
totally helpful,0.4754,positive
tracrrna function hold stuff place,0.0,neutral
went crispr system today student model biorad paper model im going make edpuzzle using video formative actually crispr experiment class lacz gene knockout thank depth video crispr,0.3612,positive
paying university,0.0,neutral
medical student nicely done mr anderson,0.4404,positive
still dont understand,0.0,neutral
loved explanation thank,0.7506,positive
awesome video thanks making,0.7906,positive
good,0.4404,positive
part change understand,0.0,neutral
could understand thank,0.3612,positive
tried explaining podcast go crispr technology explained perfectly thank,0.7717,positive
nice many thanks,0.6908,positive
cool video thanks,0.6369,positive
someone explain detail dna added,0.0,neutral
u manage insert new fragment cutting particular dna ligase associated ca complex,-0.128,negative
humane human,0.0,neutral
speaker talk little fast,0.0,neutral
well explained trouble understanding topic lecture thx,0.2263,positive
nice,0.4215,positive
recap end thanks much helpful,0.6908,positive
word best,0.6369,positive
mindblowing simple demonstration crispr ca,0.1027,positive
helpful took long time understand whats spacer dna repeat reading watching video really summarized simple complicated really want know,0.5256,positive
perfect thank,0.7351,positive
mad scientist really opened pandors box one rewriting million year evolution good technology top secret individual interested fame furtune impact world china utilizing technology recently built concentration camp could biolaboratories human yet wise enough wield power going make many wrong turn,0.7269,positive
awsome video thanks effort much appreicated helpful,0.6908,positive
grow taller cure hair loss ready take risk,-0.2263,negative
wow soo crispr make sense make fuss cause really potential start used make modified human like super soliders woooah could devastating,0.7096,positive
whats tech used,0.0,neutral
crispr another failed miracle cure,0.128,positive
thank clarifying,0.3612,positive
thank steve kerr,0.3612,positive
great explanationexcellent lecture,0.6249,positive
use clostridium difficilewhich really suck come might eliminate fecal trans plant,-0.4927,negative
far know crispr virus cause fever killed lot people major risk factor immunotherapy risk hope really working counter good way remove genetic disease dna cell repair cancerous cell good tool help people survive machine exist program dna externally destroy cell far away using kind qauntum non destructive computer controlled radiation stream,-0.2198,negative
love video review mcat material,0.6369,positive
watched school activity rewatch understand since im slow totally helpful illustration explanation thank,0.6801,positive
great explanation finally understood crispr really im ready learn,0.7832,positive
simple clear explanation thank much,0.6249,positive
crrna like sea otter chipping prey two stone hold tiny hand whilst floating back sea,0.6908,positive
verry helpful welcome addition show seen pb,0.7003,positive
amazing explanation completely understand,0.5859,positive
awesome job im taking genetics right really helped understanding material,0.6249,positive
great video understandable considered topic complex saw video thank sharing,0.8555,positive
nice thank,0.6486,positive
thats testing made virus release world dan made vaccine turned whole world lab rat vaccine way test technology free,0.5106,positive
cant wait create x men,-0.2057,negative
literally best clear video topic,0.7783,positive
grow pet,0.0,neutral
could make fortuane tech somebody us make pet plant ohh shit there giant green labradour locked closet soil everything ohh shit must cat giant green dog bark worse bite,-0.8834,negative
hi sir please make video pam,0.3182,positive
wonder celebs ultra wealthy already using technology create designer baby,0.5574,positive
ive seen real thing done lab anyone minute training silica like spin cell add caustic element run pcr amplification silica show procedure done go amount nothing literally imaginary go ahead amazed explanation animation watch done lab tell believe nothing,0.6908,positive
dude look tired id teaching whole freaking world,-0.6908,negative
though crispr technology make illigal alien u citizen without bureaucratic red tape,0.0,neutral
response helpful well im using video prepare level biology lecture,0.5994,positive
human race destroy generation thought would physic know molecular biology seen face evil unfortunately fool writing comment control regulating monster see utterly clueless,-0.9432,negative
interesting,0.4019,positive
people sick asshole make sound great show downside,-0.0516,negative
amazingly simplified comprehensible,0.0,neutral
nailed wow thank know abc,0.743,positive
yes helpful,0.6705,positive
excellent video bravo,0.5719,positive
biology lab rn think dna look like noodle,0.3612,positive
absolutely amazing explanation,0.624,positive
monster,0.0,neutral
wow right video simple perfectly explained,0.8402,positive
reading reading question simply find answer editing developed organism vehicle spreading change throughout every lecture article tell happens single cell change spread need inject large amount grna ca way make small change spread cell like virus anyone know please answer im scifi writer im trying get bottom accurately represent hypothetical situation plot,0.5859,positive
wow sure need review normal dna understanding complex sound interesting,0.8316,positive
wow crazy video made year ago year going see lot crispr trial starting finally get see effective tech going,0.6705,positive
amalgamation,0.0,neutral
could crispr used create covid lab,0.2732,positive
esto e una verdadera emergencia sanitarium e una dictadura mundial esta e la tercera guerra mundial pero se ha declarado abiertamente los que estn despiertos tienen pocas posibilidades de sobrevivir quienes dominan este mundo quieren tratarnos como terminales de computadora quieren instalarnos un software dejar que un algoritmo decida por nosotros e el fin de la era humana eso creen quienes no dominan porque ellos quieren que seamos transhumanos sin derecho elegir lo que se hace con nuestros propios cuerpos la vacunas modifican el adn eso est fuera de discusin un cuerpo humano normal puede producir la protena espiga el arn mensajero e lo que le ensea nuestro cuerpo producir esta protena sinttica el adn natural modificado se puede patentar porque e un producto de la naturaleza pero si aceptaste esta vacuna entonces tu adn ya est modificado ya est patentado eres transhumano los transhumanos perdern todos sus derechos porque ya sern considerados humanos los derechos humanos los protegern ante de que te enfades con quien te dice la verdad investiga si ya est despierto entonces te felicito de cualquier manera dios los bendiga todos de todos modos le deseo lo mejor,-0.2263,negative
im sorry one person laughing tho,0.4404,positive
cant believe year later hit hard judging exactly condition whether stay move thank,0.2732,positive
marry using idea choosing two people marry teach hard decision make dreadful terrible ted talk,-0.7506,negative
exceptionally good helpful video im currently practicing medium minimalism think advice shape make decision entire life,0.7408,positive
grateful,0.4588,positive
escolher j e em si uma escolha,0.0,neutral
thats lot word saying nothing,0.0,neutral
im glad ive found video im stuck trying decide two career choice helped immensely,0.25,positive
fabulous talk fabulous comment section talk brilliant discussion comment im feeling better equipped make decision ahead less alone thank,0.9384,positive
wow super unhelpful waste time,0.7096,positive
okay got know thing two honestly something dont know learned hard dont know person become created opinion regarding alternative,0.7348,positive
hard choice making scenario thanks lovely video,0.743,positive
im watching right weather quit job persue passion full time artist im stock analysis paralysis right consequence quit dont much time left since need give month notice decision know god leading something good decided hard way,0.765,positive
use negetiv emotion achieve goal must control life stop focus big goal instead progress dont consume content instead start taking action think big achive big set realistic goal take small step achieve big goal thanks bhaiya,0.5423,positive
want say millennial question donate life saving charity maybe least relatable question ive ever heard entire life,0.4767,positive
ive always drifter life,0.0,neutral
sadly feel dr chang lacked compassion younger self choosing become lawyer reflected value security time didnt mean drifter change circumstance may altered perspective doesnt invalidate past choice also made autonomy perhaps success philosopher made harder empathise younger vulnerable self important remember everyone privilege follow dream,0.9022,positive
create reason become kind person rather wholeheartedly become people base creating reason become banker rather become artist say dont need know know value better worse equally good answer question value isnt hard choice anymore wrong question ask since self create ex nihilo nothing wrong drifter perhaps defines hard choice option par yardstick compare option unclear person know value well enough,0.9041,positive
effort dedication make decision work tell wrong decisioni power make right one create successful happy path matter choice make,0.765,positive
dont create reason sorry post modernism reason exist choose focus follow choose get diabetes breakfast v feel good moment measure result scientifically health longevity marker like nutrition content function body v dopamine marker inflammation reason based objective reality exists thanks enlightenment subjectivity free craft navigate life response relation reality sense self value dream etc pretending create rather recognize reason delusional quite narcissistic living place delusion kind slavery well especially creates sort unnecessary discord confusion regard wellbeing society,0.8803,positive
easily one profound minute ever experienced bravo,0.34,positive
currently feeling lost job feel like im paycheck really dont know kind person want become rather want many different kind people new idea every day quickly grow tired,-0.7704,negative
gosh looking fun informative escapism emotional gut kick,0.5994,positive
professor use video reflection word hope someone help lol,0.8126,positive
want big change want hard choice anymore watching thanks god bless,0.7906,positive
still cant tell make decision leap change mind anyway usually necessary choose something loss accrue least choice made cant make decidions seems thats im,-0.3182,negative
ruth chang brilliant,0.5859,positive
know thyself,0.0,neutral
abnormal answer want rich successful leisure time also,0.8271,positive
one best choice video ive watched incredibly articulate message behind said awesome,0.8519,positive
donut,0.0,neutral
inspiring thanks,0.6908,positive
decided learning playing football clever student take national examination next week hand best goalkeeper pls help decided two choice,0.9349,positive
use wadm make hard decision objectively,-0.1027,negative
falling asleep rn,-0.1531,negative
gusta,0.0,neutral
well done,0.2732,positive
loved ted talk,0.5994,positive
literally one best video,0.6369,positive
choose option lead wan na become identity determining factor first time still discover understand understand true self,0.4215,positive
stay ahead game exclusive interview featuring binances ceo future development,0.128,positive
exclusive access interview binance ceo insight future development,0.128,positive
extremely needed thank,0.4173,positive
deserved standing ovation quality substance thought clarity delivery,0.4019,positive
hate laugh everything,-0.0258,neutral
watching video one month decide university take ateneo,0.0,neutral
waste talk already know thr choice hard help make freaking choice dont gloat universal knowledge like profound idea,-0.2023,negative
dont let reason dictate create reason,0.2732,positive
every come back listen ruth word time discover something new,0.0,neutral
want people want long term stamen focus also want able turn around remarkable result short time period,0.6705,positive
brilliant helpful thank,0.8442,positive
thank ruth chang,0.3612,positive
advice follow passion stupid,-0.1027,negative
whats best choice ask become choice,0.6369,positive
como consigo acha em portugus,0.0,neutral
best interpretation talk decide value important going value create value process making choice think babykid make certain choice hobby food heshe creates reason process making choice tell kid heshe hobbystudy best fit hisher value motivate himher make choice see choice step becoming person adult much discovering reasonswhich best reason rather creating reason making choice rather create reason value passively discover follow existing reason related value reason tell option equally valuable accept option fine use intuition feeling decide really ok flip coin want whatever want stop thinking discovering reason focus valuingbeing attached choice make sense,0.9931,positive
great perspective really appreciated totally agree hard choice forge agency individuality philosophy,0.8771,positive
thought brilliant premise took decision based personal value kind person want become v optimal solution problem still juxoppose two mutually exclusive value want embody difficult talking define one way,0.9136,positive
wow thanks im still indecisive smarter,0.8271,positive
gave anxiety hear blurb problem hard choice straight minute,-0.4404,negative
liar,-0.5106,negative
profound,0.0,neutral
esther perel lurking audience,-0.128,negative
waow dont know saythis monologue made speechlessive trying decide erasmus program last weeksand speech made feel control helped lotthanks ruth chang,0.0,neutral
hardchoice still choice hard choose dont know end goal supposed already know itll easy cause still going anyway option fine maybe pick one thats faster slower closer depending taste come define might like slow enjoy process fast get end point definition dont forget celebrate option choice variety simply existence opportunity define,0.858,positive
thats one way reinventing wheel antahkarana,0.0,neutral
youve helped ruth,0.0,neutral
wonder iain mcgilchrist seen,0.0,neutral
happily skip get core presentation,0.5574,positive
hard choice thats way hard made hard mind dont want take risk instead want,-0.2095,negative
awesome,0.6249,positive
nice see esther perel one audience meaningful talk,0.6249,positive
international,0.0,neutral
best choice among multiple option incapable ever knowing choice perhaps god stumbling block u belief ever know know whether choice worked well u never know better worse choice like parable chinese farmer son wherein every day something happens farmer son every day neighbor come pronounce judgment event bad say one day one event lucky next day different event pronouncement farmer ambivalently reply well see new day revealing neighbor judgment matter wrong,0.4493,positive
merry thats everyday big one,0.5423,positive
mistake think hard choice one alternative better tend assume scientific thinking hold key everything importance world world value different world science reason believe choice three possibility one better worse equal hard choice alternative par league value thats choice hard u power create reason world best option slave reason create reason rather reason given u wholeheartedly become people instead looking reason look reason within looking way hard choice curse godsend,0.9136,positive
made stronger,0.3818,positive
great talk found useful making important decision,0.8316,positive
la elecciones mltiples son oportunidades de crear nuestras propias razones,0.0,neutral
great,0.6249,positive
instagram se kon kon aaya like karo,0.3612,positive
yeah understand mean either choice stay droppout something great life mean already made bad choice ect one promiscousness second dropout gary third one really bad choice deciding want rn custodian n ectmy option til get approval denial disability go back ged,0.4019,positive
talk underrated least million view year,0.0,neutral
sometimes might go choice indirectly better mankind world whether choice backed reversible allows drift another choice need,0.4588,positive
guy today day,0.0,neutral
thank much facing hard choice whether age place move retirement community choice seem much par see choice person want grow think know choice make,0.34,positive
good talk,0.4404,positive
talk choice wout considering enough money yes dont enough money dont get make best choice,-0.17,negative
great idea great video thank,0.8934,positive
person want potentially found option question option get easierbetter way come back comparing option logically,0.0772,positive
cant school kind talk stuff instead brining drag gay queen smfh,-0.5684,negative
watched video year ago college student still eyeopening reminds hard choice challenge hinder u chance define control rather let control decision,0.2263,positive
maam please help get clarity difference league value different kind value example,0.9313,positive
choice may par helpful right timethank much much gratitude many blessing,0.8519,positive
example choice rather option,0.0,neutral
saw esther perel fav talk amazing,0.7783,positive
podria haber resumido diciendo desde el inicio hagan lo que le de la gana,0.0,neutral
yeah teach u thing script writing,0.296,positive
hihi,0.0,neutral
probably one bestmost influential ted talk ever listened,0.4404,positive
thank giving answer already knew persue,0.5994,positive
defining moment life instinctively know fear evil one hold u back important rarest momentous instance life either take leap faith believe underpinned hodhiven talent required multiply enter destiny awaiting u right right crossroad cop live life mediocrity sure secure never fulfilled moment chosen bury talent q,0.3956,positive
insight upends conventional view decisionmaking stressful task chang eloquently communicated choice selecting option also defining individual decisionmaking moment indeed opportunity manifest value beautiful sentiment mindset ill carry future decision,0.4588,positive
really helpful ive battling really tough choice past two month proscons analysis helped,-0.0164,neutral
creo que la decisin m difcil para la mayora e dejar de hacer estupideces siempre eligen hacer estupideces slo una vez m,0.0,neutral
oh god video helped much cried needed thank,0.25,positive
thing equal talk make lot sense however mentioned first must survive need income faced obligation whatever work obtain put food stomach remembering live put food stomach live put nourishment soul focused becoming live get caught dont start identifying menial work start believing suppose want yacht builder skill build must eat take job get food use rest time working becoming yacht builder way maybe perhaps become yacht builder today hope journey bear fruit along way enough keep supported core use thing sharpen mind,0.7964,positive
powerful life changing advice going stick rather already stuck never knew right word reflect put agency behind hard choice become person thanks amazing message tech talk,0.7964,positive
woman audience esther perez,0.0,neutral
brilliant,0.5859,positive
next question align behavior value difficult thought emotion,-0.0258,neutral
putting agency first thank clear past year traditional method paying attention,0.6249,positive
coming back year sharpen brain,0.0,neutral
amazinngggggggggggggggggggggggggggggggggggg,0.0,neutral
felt,0.0,neutral
ah day netflix sent dvd mail,0.0,neutral
come back video frequently helpful thank ted talk,0.6486,positive
choice seem like bad option,-0.25,negative
wow god sent best speech topic ever heard helped really decide process hard decision battling thank,0.8701,positive
still netflix dvd life choice,0.0,neutral
loved fact mentioned started evaluating life decision according scientific thinking thats real eyeopener decision life like length mass measurable less equal may equate money still choice still abstract thats theyre hard simply put hard choice meant choose kind life want create,0.886,positive
grwat philosopher,0.0,neutral
interesting approach cant agree however feel like message make whatever want order justify hard choice might okay choice affect want empower leader operate way dont choice hard incomparable hard either competing objective play uncertainty consequence outcome possible alternative struggle tradeoff would result choice compare using multiple objective analysis designed address difficulty bringing competing value decision may best choice traditional sense certainly optimal choice work hard defining different fundamental objective underlying decision step even especially objective compete one another rather calling decision hard leaving artist might better life fulfillment worse financial stability value life fulfillment comparison financial stability risk tolerance come play help show one choice really optimal another depending value held decisionmaker,0.9622,positive
far source agony dread hard choice precious opportunity u celebrate special human condition reason govern choice correct incorrect sometimes run space hard choice create reason become people thats hard choice curse godsend,0.8074,positive
best minute spent week,0.6369,positive
yeah coin flip,0.296,positive
cope hard choice except married married love someone spent lot year want get married sometimes think right person sometimes think best person getting married also time limited decision due career reason fear decision become mistake one day future retrospect also think life big mercy like could get marriedbecause old memory hand sometimes feel bad personal attitude fight lot make thing big therefore think getting married disaster hardest choice life overcome,-0.0516,negative
mr nobody,0.0,neutral
finally make hard choice easily video gem,0.25,positive
love applies math decision making,0.6369,positive
might like th time find watching,0.3612,positive
love talk year later rewatch agree either unknowingly instinctively made choice aligned value write value review see path still true extrinsic v intrinsic reward cloud way realized content choose best aligns value year ago math economics degree opportunity work wall street chose computer technology bc hobby kid chose work cancer hospital technology realized either choice would necessarily wrong one found choice aligned best wish everyone much love enjoy short visit life,0.9864,positive
fantastic lesson also pleasant surprise see esther perel sitting among audience totally enjoying talk,0.9134,positive
want help still stuck ill watch hope,0.2732,positive
really interesting wish found sooner,0.7159,positive
cant belive ive waited long figure question ask answered thank god bless,0.7506,positive
accurate mean right using science making decision draw line choose one give better option safe way isnt best way make good decision depend u giving best reason choose,0.521,positive
helpful thank,0.6486,positive
best part start,0.6369,positive
come watch video every time faced decision could affect course life time remind true person choose firmly believe way choose approach live really make difference eternally grateful seen video chance year ago able see today would like wish best luck find position make difficult choice hope always strength courage choose true,0.9814,positive
even sure choice,0.3182,positive
roy idoria grade ict magallanes sorsogon pinaka gwapo sa barangay pantalan uwu,0.0,neutral
always choose tough option never regret loose know end victory end,0.4203,positive
power create reason author life,0.2732,positive
good talk helped lot,0.4404,positive
brought fucking tear eye thank much,0.4144,positive
amazing talk,0.5859,positive
speaker go circle minute leaving viewer forced incapacitate speaker shouldve stuck wit laywer job wouldnt make hard choice killing watching vid,-0.8444,negative
ted talk fucking abysmal go circle hard choice decision considered hard choice nothing really profound kind seemed like intangible derivative wordvomit disguised smooth delivery confident tone,-0.0469,neutral
world full easy choice would enslave u reason,-0.296,negative
ask inner child,0.0,neutral
im vacillating staying place move country thank much,0.3612,positive
case even alternative good enough always profit,0.7003,positive
realmente entend esto completamente hasta que vi la segunda vez la primera vez result muy til en realidad e bastante profundo deje de lado la lista de pro contra la interminable comparacin anlisis de cada caracterstica deja ir el miedo de tomar la ruta m segura fcil decide quin quieres ser para qu quieres vivir luego elige lo que te acerque eso celebra la decisiones difciles como oportunidades para definirte ti mismo tu vida,0.0,neutral
valla mierda aun se ingles tampoco dijo como tomar buenas opciones solo dijo que existen opciones buenas malas pero e para tomarlas para tanto,0.0,neutral
ever im hard choice watch video thanks,0.3612,positive
keep adding option one new one cleanly better prior one haha,0.7096,positive
listened talk many time changed life every time listened gleaned different layer depth insight decision making value really important helped crack person called thank mucb ruth,0.7178,positive
choose based feel want become still doesnt work based factor couldnt foresee example year ago adopted ten year old rescue dog taking leap faith beloved cat home love dog used died old age brought rescue dog home became clear despite going introduction slow way read necessary separating allowing see one another etc dog would killed cat despite told shelter good cat contacted trainer see possible said unsafe since dog older cat reactivity unlikely change even could would long stressful time cat dog bring dog back shelter something unimaginable ended safety cat also dog could chance loving cat free home want try adopt dog choose based want become animal lover want say yes animal need home long keep need past experience tell choose based becoming doesnt necessarily mean feel like better choice unforeseens become visible yes experience growthful guess wish speaker could spoken bit kind thing unforeseens,0.9901,positive
watching look way movie netflix perfect example look like writer movie watched youtube video,0.7351,positive
ruth chang say hard choice hard none alternative way better therefore even small choice hard whether chocolate ice cream creme brulee hard choice indeed like craving sweet moment take safest option decide become engineer artist statistically probability getting job engineer higher artist take safest option fear stupid understand better option choice make hard prefer take risk go option rationally comforting mistake make remember hard choice option better simply knowhow know engineering make u happier future life unfortunately fast forward rewind button life really make sense conclude engineering better option whether like end day hard choice way make life easier ironic,-0.6278,negative
ruth chang say something misunderstood hard choice source agony reason sorrowful day sleepless night instead chance u personally grow human being understanding hard choice help u uncover hidden power one u possesses,-0.6705,negative
dont try make right decision make decision right,0.0,neutral
make hard choice shouldnt asking men question,-0.1027,negative
really inspiring talk im truly amazed believe future able think way hard choice unfortunately still cant make one im struggling right safe option really want would logical one hand option fear way would mean giving everything think one could one could regret either choose something know wont really happy choose one might regret,0.1708,positive
brilliant ask simple question choice make expand grow ask another one month live answer dont think eventually understand choice make already done another parallel reality actually finally got imagine choice well dont lovely day u,0.6283,positive
thank video,0.3612,positive
dont think really answer question,0.0,neutral
hate ted talk like defining question problem rest answer never get comprehend ughh,-0.5994,negative
explained really well,0.3384,positive
like kramer always wanted banker,0.3612,positive
helpful deciding whether leave place commute making reason move everyone around pushed save money changing life thank,0.8074,positive
honestly know want need know see truly easier said done must honestly answer question something ability well year old blind man choosing become blackbelt taekwondo always badimpossible choice,0.9136,positive
wow wow never thought would benefit ted talk much one wont drifter thank sharing wisdom,0.7251,positive
basically know choice would easier,0.4215,positive
let ignatian discernment shall,0.0,neutral
wonderful advice choice money always get way decision,0.5719,positive
hay persona que toman sus propias decisiones eso tambin la convierte en lo que son,0.0,neutral
anyone assignment according video content hard choice give u power become true facing hard choice best given u alternative term ruth chang us describe individual allows world instead write story make decision drifter,0.7351,positive
year later ted talk needed deep know need true ourself confident even scary af,0.4215,positive
thanks mam needed,0.4404,positive
wow paradigm shift thinking choice make come reason give make choice drifter guilty charged make choice difficulty based reason outside fear others expectation punishmentreward feel like could watch multiple time get something new,-0.4404,negative
thank mr chang wonderful speech maria stefanidi,0.7351,positive
well pointless watch,0.2732,positive
dress sense,0.0,neutral
using jwst check tabby star supposedly range billion light year simple answer discovered unless something dont want u know like jwst doesnt work waste money maybe maybe astronomy waste money could used actually help people planet,0.6164,positive
become earlin future,0.0,neutral
dyson sphere dumbest astrophysics hypothesis human history particular star dont know going working finding sufficient maybe fleet spacebusses taking extraterrestrial child spaceschool long pause event spring summer break thats least good hypothesis dyson sphere,-0.6914,negative
theory dyson sphere best absurd worst ludicrous think civilisation capeable constructing mega structure around star capture energy would endeavour form limitless energy would available advanced civilisation plain silly verge fusion energy limitless cheap energy exotic energy available within next one hundred year mere construction around star would probably use material dozen planet length construction measured thousand year whatever planet remained solar system would see dramatic maybe even catastrophic fall sunlight weather pattern carnage eco system collapse dyson sphere nonsense,-0.2263,negative
time ago telescope observed something taking energy sun many hypothesis commentary thing nobody remembers event sad,-0.25,negative
anything us lot energy produce lot heat mentioned isnt always caseit depends efficiently energy converted intended form work example electric heater designed convert electrical energy directly heat nearly energy becomes heat however led light electric motor much efficient convert energy light motion respectively minimal heat loss energy usage often correlate heat production relationship depends efficiency purpose device,0.9493,positive
overlay triple cross death star child operation chl else redacted never happened sal hal,-0.5994,negative
thought angelina jolie mysterious star universe,0.0,neutral
ooh okay okay imagine guy personal opinion know possible imagine one day v r cross observable universe border warp drive cryosleep,0.4215,positive
could flat planet orbiting star giving irregular dip light side flat,0.34,positive
guessworkthey make kind nonsense,0.1779,positive
shes comfortable suggesting alien tech waaaaaay glide easily moon creation common flawed hypothesis interesting guess one handle much,0.8591,positive
maybe dyson sphere,0.0,neutral
mile funny american,0.4404,positive
spend time money looking needed look within iykyk,0.0,neutral
indicating dyson sphere,0.0,neutral
think anyone know anti christian ashamed evil bringing god back,-0.8271,negative
jesus greatest superstar,0.6369,positive
